time,gps_fix,lora_ok,lat,lon,alt_m,speed_ms,temp_c,pressure_pa,pitch,roll,yaw,ax,ay,az,gx,gy,gz
17:37:21,1,0,N22.17586,E113.07315,9.6,0.0,30.7,101294.7,-3.69,-2.50,0,0.04638672,-0.06835938,1.059082,-1.916031,3.206107,0.3587786
17:37:21,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101292.7,-3.65,-2.38,0,0.04467773,-0.06835938,1.071533,-1.900763,3.022901,0.2137404
17:37:21,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101291.9,-3.72,-2.48,0,0.04614258,-0.0690918,1.063477,-1.89313,3.229008,0.2213741
17:37:22,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101291.9,-3.76,-2.31,0,0.04321289,-0.07006836,1.066895,-1.839695,3.244275,0.2137404
17:37:22,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101291.1,-3.71,-2.70,0,0.05029297,-0.0690918,1.064453,-1.793893,3.251908,0.2213741
17:37:22,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101292.4,-3.73,-2.30,0,0.04272461,-0.0690918,1.059814,-1.725191,3.290076,0.4503817
17:37:22,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101292.4,-3.55,-2.51,0,0.046875,-0.06616211,1.06665,-1.78626,3.198473,0.5343512
17:37:22,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101291.6,-3.60,-2.51,0,0.046875,-0.06713867,1.067139,-1.916031,3.251908,0.2519084
17:37:23,1,0,N22.17586,E113.07315,9.6,0.0,30.7,101294.4,-3.73,-2.45,0,0.0456543,-0.06933594,1.063477,-1.984733,3.030534,0.3587786
17:37:23,1,0,N22.17586,E113.07315,9.6,0.0,30.7,101294.4,-3.57,-2.52,0,0.046875,-0.06640625,1.063965,-1.870229,3.198473,0.2519084
17:37:23,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101292.4,-3.69,-2.55,0,0.04760742,-0.06884766,1.067871,-1.984733,3.076336,0.2061069
17:37:23,1,0,N22.17586,E113.07315,9.6,0.0,30.7,101294.7,-3.61,-2.69,0,0.05029297,-0.06738281,1.068115,-1.839695,3.167939,0.5496183
17:37:24,1,0,N22.17586,E113.07315,9.7,0.0,30.7,101293.0,-3.65,-2.37,0,0.04394531,-0.06762695,1.059814,-1.946565,3.305344,0.351145
17:37:24,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101292.6,-3.69,-2.52,0,0.046875,-0.06860352,1.064697,-1.992366,3.167939,0.3816794
17:37:24,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101291.2,-3.62,-2.57,0,0.0480957,-0.06762695,1.069824,-1.977099,3.251908,0.2900764
17:37:24,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101292.2,-3.59,-2.62,0,0.04907227,-0.06713867,1.071045,-1.885496,3.419847,0.2442748
17:37:25,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101292.2,-3.82,-2.37,0,0.04394531,-0.07080078,1.060059,-2.030534,3.19084,0.519084
17:37:25,1,0,N22.17586,E113.07315,9.7,0.0,30.7,101294.2,-3.78,-2.57,0,0.04785156,-0.0703125,1.06543,-1.80916,3.175573,0.3435115
17:37:25,1,0,N22.17586,E113.07315,9.7,0.0,30.7,101294.6,-3.55,-2.45,0,0.04541016,-0.06567383,1.059082,-1.732824,3.137405,0.2900764
17:37:25,1,0,N22.17586,E113.07315,9.7,0.0,30.7,101294.3,-3.50,-2.47,0,0.04614258,-0.06542969,1.068359,-1.923664,3.419847,0.2290076
17:37:25,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101293.0,-3.69,-2.57,0,0.0480957,-0.06884766,1.067871,-1.992366,3.396947,0.4961832
17:37:26,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101293.0,-3.65,-2.60,0,0.0480957,-0.06762695,1.058838,-1.984733,3.251908,0.7022901
17:37:26,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101292.6,-3.48,-2.49,0,0.04614258,-0.06445313,1.060547,-1.862595,3.351145,-0.01526718
17:37:26,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101292.6,-3.92,-2.55,0,0.04760742,-0.07299805,1.065186,-1.740458,3.053435,0.2977099
17:37:26,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101292.2,-3.77,-2.60,0,0.04833984,-0.07006836,1.062012,-1.679389,3.351145,0.09160305
17:37:27,1,0,N22.17586,E113.07315,9.9,0.0,30.7,101291.8,-3.77,-2.44,0,0.04516602,-0.06982422,1.058838,-1.793893,3.267176,0.3816794
17:37:27,1,0,N22.17586,E113.07315,9.8,0.0,30.7,101293.8,-3.79,-2.55,0,0.04785156,-0.07104492,1.071533,-1.969466,3.389313,0.2061069
17:37:27,1,0,N22.17586,E113.07315,9.6,0.0,30.7,101295.5,-3.64,-2.69,0,0.05004883,-0.06762695,1.063232,-1.992366,3.206107,0.1374046
