time,gps_fix,lora_ok,lat,lon,alt_m,speed_ms,temp_c,pressure_pa,pitch,roll,yaw,ax,ay,az,gx,gy,gz
NO_TIME,0,0,--,--,0.1,0.0,28.0,101308.9,0.68,-0.61,0,0.01123047,0.01269531,1.062256,-1.610687,2.854962,0.4198473
NO_TIME,0,0,--,--,0.2,0.0,28.0,101307.9,0.58,-0.64,0,0.01196289,0.01074219,1.063721,-1.78626,3.061069,0.480916
NO_TIME,0,0,--,--,0.1,0.0,28.0,101308.6,0.96,-0.69,0,0.01269531,0.01757813,1.050781,-2.076336,5.251908,0.648855
NO_TIME,0,0,--,--,0.1,0.0,28.0,101308.6,0.72,-0.96,0,0.01782227,0.01342773,1.064697,-1.870229,3.381679,0.2900764
NO_TIME,0,0,--,--,0.1,0.0,28.0,101308.6,0.98,-0.55,0,0.01025391,0.01831055,1.071533,-2.175573,3.351145,0.2748091
NO_TIME,0,0,--,--,0.1,0.0,28.0,101309.6,0.74,-0.58,0,0.01074219,0.01367188,1.0625,-1.832061,3.755725,0.2977099
NO_TIME,0,0,--,--,-0.0,0.0,28.0,101310.5,0.94,-0.58,0,0.01074219,0.01733398,1.055664,-1.938931,3.221374,0.6030535
NO_TIME,0,0,--,--,0.1,0.0,28.0,101309.2,0.75,-0.46,0,0.008544922,0.01391602,1.068115,-1.954198,3.198473,0.0
NO_TIME,0,0,--,--,0.0,0.0,28.0,101309.7,0.79,-0.56,0,0.01049805,0.01464844,1.065186,-1.763359,3.145038,0.3740458
NO_TIME,0,0,--,--,0.0,0.0,28.0,101310.3,1.06,-0.54,0,0.01000977,0.01953125,1.054932,-1.740458,3.221374,0.2137404
NO_TIME,0,0,--,--,-0.1,0.0,28.0,101311.8,0.89,-0.69,0,0.01293945,0.01660156,1.067383,-1.984733,3.274809,0.389313
NO_TIME,0,0,--,--,-0.1,0.0,28.0,101311.9,0.74,-0.66,0,0.01220703,0.01367188,1.063477,-2.167939,3.343511,0.1526718
NO_TIME,0,0,--,--,-0.1,0.0,28.0,101312.0,0.93,-0.41,0,0.007568359,0.01733398,1.063477,-1.954198,3.664122,0.5419847
NO_TIME,0,0,--,--,-0.0,0.0,28.0,101310.8,0.71,-0.55,0,0.01025391,0.01318359,1.060791,-1.969466,3.19084,0.3587786
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.4,0.83,-0.50,0,0.009277344,0.01538086,1.064453,-2.045802,2.938931,-0.007633588
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.0,0.75,-0.60,0,0.01123047,0.01391602,1.067383,-1.732824,3.351145,0.3664122
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.6,0.57,-0.59,0,0.01098633,0.01049805,1.064453,-1.89313,3.534351,0.1984733
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.2,0.97,-0.56,0,0.01049805,0.01806641,1.06543,-1.923664,3.29771,0.6717557
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.2,0.88,-0.53,0,0.009765625,0.01635742,1.064941,-2.145038,3.21374,0.1374046
NO_TIME,0,0,--,--,0.0,0.0,27.9,101309.8,0.75,0.04,0,-0.0007324219,0.01391602,1.064453,-2.068702,3.725191,0.2824428
NO_TIME,0,0,--,--,0.0,0.0,27.9,101309.8,0.76,-0.47,0,0.008789063,0.01416016,1.067139,-1.801527,3.648855,0.7557252
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.3,0.79,-0.42,0,0.0078125,0.01464844,1.067139,-1.80916,3.091603,0.2366412
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.9,0.87,-0.07,0,0.001220703,0.01635742,1.074463,-1.824428,2.900763,0.05343511
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.57,-0.62,0,0.01147461,0.01049805,1.058594,-1.78626,3.396947,0.1908397
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.2,0.68,-0.43,0,0.008056641,0.01269531,1.06543,-1.954198,3.51145,0.2442748
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.3,0.66,-0.51,0,0.009521484,0.01220703,1.062256,-1.923664,3.198473,0.4198473
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.4,0.90,-0.51,0,0.009521484,0.01660156,1.061768,-1.763359,3.091603,0.6030535
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.3,0.86,-0.54,0,0.01000977,0.01611328,1.067871,-1.984733,3.358779,0.4122138
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.70,-0.54,0,0.01000977,0.01293945,1.064453,-1.763359,3.442748,0.4961832
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.57,-0.69,0,0.01269531,0.01049805,1.061768,-1.900763,3.167939,0.2748091
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.76,-0.62,0,0.01147461,0.01416016,1.061035,-1.89313,3.267176,0.1526718
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,0.67,-0.64,0,0.01196289,0.01245117,1.070313,-1.816794,3.244275,0.4503817
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,0.87,-0.45,0,0.008300781,0.01611328,1.063721,-1.664122,3.251908,0.3435115
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,0.87,-0.41,0,0.007568359,0.01611328,1.064697,-1.778626,3.160305,0.2671756
NO_TIME,0,0,--,--,-0.2,0.0,27.9,101312.2,0.83,-0.37,0,0.006835938,0.015625,1.07251,-1.664122,2.89313,0.4274809
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.8,0.87,-0.43,0,0.008056641,0.01611328,1.065674,-1.458015,3.061069,0.1679389
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.80,-0.66,0,0.01220703,0.01489258,1.064697,-2.076336,2.984733,0.2137404
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,1.01,-0.56,0,0.01049805,0.01879883,1.066162,-1.877863,3.259542,0.2748091
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.69,-0.44,0,0.008300781,0.01293945,1.070068,-1.732824,2.961832,0.01526718
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.70,-0.78,0,0.0144043,0.01293945,1.057617,-1.763359,3.259542,0.4198473
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.0,0.58,-0.43,0,0.008056641,0.01074219,1.065674,-1.732824,1.977099,0.2061069
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.78,-0.66,0,0.01220703,0.0144043,1.058105,-1.923664,3.427481,0.09160305
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.69,-0.72,0,0.01342773,0.01293945,1.067139,-1.961832,3.29771,0.4351145
NO_TIME,0,0,--,--,0.0,0.0,27.9,101309.9,0.84,-0.62,0,0.01147461,0.015625,1.067139,-1.648855,3.374046,0.3129771
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.77,-0.70,0,0.01293945,0.01416016,1.057861,-1.992366,3.274809,0.2061069
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,1.08,-0.41,0,0.007568359,0.02001953,1.062256,-1.977099,3.412214,0.5267176
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.9,0.63,-0.77,0,0.0144043,0.01171875,1.067139,-1.80916,3.160305,0.4274809
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.83,-0.68,0,0.01269531,0.01538086,1.066406,-1.916031,3.152672,0.2061069
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.68,-0.37,0,0.006835938,0.01269531,1.063477,-2.076336,3.251908,0.2366412
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.68,-0.54,0,0.01000977,0.01269531,1.064209,-1.732824,3.259542,0.519084
NO_TIME,0,0,--,--,0.0,0.0,27.9,101309.9,0.80,-0.48,0,0.009033203,0.01489258,1.069824,-2.122137,3.091603,0.3129771
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.6,0.32,-0.76,0,0.01416016,0.005859375,1.064453,-2.015267,3.183206,0.5267176
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.52,-0.44,0,0.008056641,0.009521484,1.057861,-1.969466,3.007634,0.5419847
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.7,0.82,-0.64,0,0.01196289,0.01513672,1.062988,-1.847328,3.335878,-0.06870229
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.2,0.77,-0.64,0,0.01196289,0.0144043,1.065186,-1.938931,3.160305,0.3282443
NO_TIME,0,0,--,--,0.2,0.0,27.9,101308.1,0.71,-0.44,0,0.008300781,0.01318359,1.06958,-1.870229,3.496183,0.1908397
NO_TIME,0,0,--,--,0.2,0.0,27.9,101308.5,0.79,-0.67,0,0.01245117,0.01464844,1.062012,-1.78626,3.221374,0.351145
NO_TIME,0,0,--,--,0.3,0.0,27.9,101307.1,0.72,-0.72,0,0.01342773,0.01342773,1.067871,-1.931298,3.061069,0.2366412
NO_TIME,0,0,--,--,0.2,0.0,27.9,101308.5,0.79,-0.39,0,0.007324219,0.01464844,1.06665,-1.885496,3.198473,0.3358779
NO_TIME,0,0,--,--,0.1,0.0,27.9,101308.9,0.62,-0.39,0,0.007324219,0.01147461,1.067871,-1.824428,2.977099,0.0610687
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.4,0.72,-0.56,0,0.01049805,0.01342773,1.070068,-1.580153,3.175573,0.1832061
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.73,-0.62,0,0.01147461,0.01342773,1.059082,-2.061069,3.366412,0.3740458
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.4,0.80,-0.51,0,0.009521484,0.01489258,1.067383,-1.854962,2.977099,0.480916
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.82,-0.57,0,0.01049805,0.01513672,1.061768,-1.938931,3.274809,0.6946565
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.67,-0.37,0,0.006835938,0.01245117,1.0625,-1.793893,3.198473,0.3053435
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.78,-0.36,0,0.006591797,0.0144043,1.063477,-2.053435,3.0,0.1374046
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.71,-0.59,0,0.01098633,0.01318359,1.068604,-1.587786,3.099237,0.3129771
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.61,-0.55,0,0.01025391,0.01123047,1.062988,-1.832061,3.450382,0.2137404
NO_TIME,0,0,--,--,0.0,0.0,27.9,101309.9,0.68,-0.80,0,0.01489258,0.01269531,1.064697,-1.603053,3.534351,0.09923664
NO_TIME,0,0,--,--,0.0,0.0,27.9,101309.9,0.62,-0.79,0,0.01464844,0.01147461,1.058594,-1.900763,3.312977,0.5877862
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,0.67,-0.63,0,0.01171875,0.01245117,1.061523,-2.076336,3.183206,0.3206107
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.9,0.61,-0.37,0,0.006835938,0.01123047,1.0625,-1.70229,3.389313,0.5954198
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.89,-0.57,0,0.01049805,0.01635742,1.057373,-2.206107,3.374046,0.3587786
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.96,-0.50,0,0.009277344,0.01782227,1.065674,-1.938931,3.175573,0.1374046
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.8,0.86,-0.70,0,0.01293945,0.01586914,1.062012,-1.793893,3.21374,0.3740458
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.4,0.84,-0.52,0,0.009765625,0.015625,1.067871,-1.923664,3.160305,0.2213741
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.6,0.82,-0.56,0,0.01025391,0.01513672,1.056885,-1.931298,3.267176,0.4122138
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.0,1.07,-0.47,0,0.008789063,0.01977539,1.060791,-2.068702,3.267176,0.5419847
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.0,0.60,-0.58,0,0.01074219,0.01123047,1.068848,-1.633588,2.954198,0.4351145
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.4,0.66,-0.56,0,0.01049805,0.01245117,1.073242,-1.740458,3.221374,0.1984733
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.62,-0.51,0,0.009521484,0.01147461,1.063721,-2.030534,3.099237,0.2519084
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.69,-0.57,0,0.01049805,0.01269531,1.060791,-1.870229,3.053435,0.2137404
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.9,0.97,-0.67,0,0.01245117,0.01806641,1.066162,-2.038168,3.007634,0.5038168
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.55,-0.38,0,0.007080078,0.01025391,1.071533,-1.916031,2.984733,0.1908397
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.8,0.91,-0.51,0,0.009521484,0.0168457,1.0625,-2.030534,3.007634,0.4580153
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.78,-0.84,0,0.01538086,0.0144043,1.053223,-2.038168,2.816794,0.1526718
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.63,-0.47,0,0.008789063,0.01171875,1.063477,-1.908397,3.229008,0.3740458
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.75,-0.52,0,0.009765625,0.01391602,1.068359,-1.847328,2.916031,0.4122138
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.77,-0.41,0,0.007568359,0.01416016,1.055908,-1.885496,3.396947,0.2671756
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,0.78,-0.43,0,0.008056641,0.0144043,1.064209,-1.717557,3.274809,0.3587786
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.6,0.75,-0.68,0,0.01269531,0.01391602,1.06543,-1.89313,3.267176,0.2977099
NO_TIME,0,0,--,--,0.0,0.0,27.9,101309.9,0.85,-0.46,0,0.008544922,0.01586914,1.07373,-1.969466,2.931298,0.4427481
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.9,0.56,-0.36,0,0.006835938,0.01049805,1.073486,-1.992366,3.351145,0.1679389
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.87,-0.47,0,0.008789063,0.01611328,1.060791,-1.954198,3.259542,0.3053435
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.5,0.58,-0.55,0,0.01025391,0.01074219,1.061523,-1.870229,2.816794,0.1526718
NO_TIME,0,0,--,--,0.1,0.0,27.9,101308.7,0.91,-0.33,0,0.006103516,0.0168457,1.063965,-2.038168,3.091603,0.3664122
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.7,0.63,-0.66,0,0.01220703,0.01171875,1.065918,-1.877863,3.175573,0.4885496
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.2,0.49,-0.75,0,0.01416016,0.009277344,1.074707,-1.900763,2.969466,0.05343511
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.6,0.59,-0.47,0,0.008789063,0.01098633,1.061768,-1.992366,3.19084,0.389313
NO_TIME,0,0,--,--,0.1,0.0,27.9,101308.9,1.17,-0.14,0,0.002685547,0.02172852,1.0625,-1.916031,3.122137,0.2061069
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.4,0.89,-0.46,0,0.008544922,0.01660156,1.067139,-1.801527,3.137405,0.5496183
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.0,0.71,-0.49,0,0.009033203,0.01318359,1.06543,-1.824428,3.160305,0.4198473
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.3,0.72,-0.62,0,0.01147461,0.01342773,1.065186,-1.885496,3.267176,0.2824428
NO_TIME,0,0,--,--,0.1,0.0,27.9,101308.6,0.76,-0.63,0,0.01171875,0.01416016,1.062744,-2.030534,3.389313,0.2137404
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.3,0.78,-0.45,0,0.008300781,0.0144043,1.063965,-1.824428,3.374046,0.1984733
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,0.83,-0.54,0,0.01000977,0.01538086,1.06543,-2.007634,3.160305,0.4580153
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.5,0.81,-0.43,0,0.008056641,0.01513672,1.070068,-1.824428,3.389313,0.4885496
NO_TIME,0,0,--,--,0.0,0.0,27.9,101310.1,0.72,-0.50,0,0.009277344,0.01342773,1.071045,-1.816794,3.335878,0.3435115
NO_TIME,0,0,--,--,0.1,0.0,27.9,101309.7,0.73,-0.46,0,0.008544922,0.01367188,1.067383,-2.061069,2.862595,0.480916
NO_TIME,0,0,--,--,-0.0,0.0,27.9,101310.8,1.10,-0.39,0,0.007324219,0.02050781,1.065674,-1.816794,2.885496,0.2061069
NO_TIME,0,0,--,--,-0.1,0.0,27.9,101311.3,0.77,-0.62,0,0.01147461,0.0144043,1.067627,-1.854962,3.152672,0.2519084
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.5,0.83,-0.47,0,0.008789063,0.01538086,1.061035,-1.648855,3.259542,0.4045802
NO_TIME,0,0,--,--,-0.1,0.0,27.8,101311.5,0.62,-0.43,0,0.008056641,0.01147461,1.064453,-1.938931,3.183206,0.4580153
NO_TIME,0,0,--,--,0.0,0.0,27.8,101310.1,0.79,-0.41,0,0.007568359,0.01464844,1.064209,-1.923664,2.923664,0.5343512
NO_TIME,0,0,--,--,-0.1,0.0,27.8,101311.5,0.98,-0.54,0,0.01000977,0.01806641,1.058105,-1.900763,3.335878,0.04580153
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.7,0.55,-0.71,0,0.01318359,0.01025391,1.06665,-1.664122,3.114504,0.389313
NO_TIME,0,0,--,--,0.1,0.0,27.8,101308.9,0.98,-0.54,0,0.01000977,0.01806641,1.058105,-2.183206,3.19084,0.5267176
NO_TIME,0,0,--,--,0.1,0.0,27.8,101309.1,0.69,-0.53,0,0.009765625,0.01269531,1.061768,-2.061069,3.160305,0.389313
NO_TIME,0,0,--,--,0.1,0.0,27.8,101308.6,0.83,-0.64,0,0.01196289,0.01538086,1.06665,-2.022901,2.854962,0.2519084
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.4,0.97,-0.52,0,0.009765625,0.01806641,1.070068,-2.015267,3.267176,0.1068702
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.4,0.74,-0.62,0,0.01147461,0.01367188,1.059814,-1.778626,3.412214,0.02290076
NO_TIME,0,0,--,--,0.1,0.0,27.8,101309.1,0.88,-0.49,0,0.009033203,0.01635742,1.0625,-1.916031,3.251908,0.0610687
NO_TIME,0,0,--,--,0.1,0.0,27.8,101309.4,0.81,-0.62,0,0.01147461,0.01513672,1.067871,-1.80916,3.236641,0.351145
NO_TIME,0,0,--,--,0.1,0.0,27.8,101309.1,0.94,-0.12,0,0.002197266,0.01757813,1.071045,-1.946565,3.381679,0.3282443
NO_TIME,0,0,--,--,0.1,0.0,27.8,101309.4,0.57,-0.27,0,0.005126953,0.01074219,1.079346,-1.78626,3.221374,0.4961832
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.4,0.80,-0.58,0,0.01074219,0.01489258,1.066406,-1.770992,3.236641,0.129771
NO_TIME,0,0,--,--,0.2,0.0,27.8,101308.2,0.62,-0.47,0,0.008789063,0.01147461,1.06665,-1.839695,3.29771,0.2137404
NO_TIME,0,0,--,--,0.0,0.0,27.8,101310.0,0.56,-0.42,0,0.0078125,0.01025391,1.054688,-2.015267,3.541985,0.6412213
NO_TIME,0,0,--,--,0.1,0.0,27.8,101308.6,0.71,-0.50,0,0.009277344,0.01318359,1.063721,-2.083969,3.40458,0.519084
NO_TIME,0,0,--,--,0.2,0.0,27.8,101308.2,0.64,-0.52,0,0.009765625,0.01196289,1.067871,-1.961832,3.274809,0.4427481
NO_TIME,0,0,--,--,0.1,0.0,27.8,101308.8,0.63,-0.29,0,0.005371094,0.01171875,1.062988,-1.862595,3.251908,0.3435115
NO_TIME,0,0,--,--,0.2,0.0,27.8,101308.4,1.02,-0.58,0,0.01074219,0.01904297,1.064941,-1.862595,3.320611,0.5801527
NO_TIME,0,0,--,--,0.1,0.0,27.8,101309.0,0.86,-0.69,0,0.01269531,0.01586914,1.060303,-1.870229,3.534351,0.2748091
NO_TIME,0,0,--,--,0.1,0.0,27.8,101308.7,0.93,-0.56,0,0.01049805,0.01733398,1.065674,-1.78626,3.183206,0.4961832
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.4,0.75,-0.65,0,0.01196289,0.01391602,1.062256,-1.992366,3.282443,0.5343512
NO_TIME,0,0,--,--,0.0,0.0,27.8,101310.0,0.74,-0.34,0,0.006347656,0.01367188,1.063232,-1.732824,3.038168,0.351145
NO_TIME,0,0,--,--,0.0,0.0,27.8,101310.0,0.64,-0.70,0,0.01293945,0.01196289,1.066406,-1.465649,3.152672,0.0610687
NO_TIME,0,0,--,--,0.1,0.0,27.8,101309.1,0.72,-0.60,0,0.01123047,0.01342773,1.063965,-1.801527,3.061069,0.5419847
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.8,0.87,-0.58,0,0.01074219,0.01611328,1.061279,-1.78626,3.442748,0.259542
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.8,0.98,-0.37,0,0.006835938,0.01831055,1.070068,-1.89313,3.145038,0.4885496
NO_TIME,0,0,--,--,-0.2,0.0,27.8,101312.2,0.62,-0.59,0,0.01098633,0.01147461,1.068359,-1.931298,3.305344,0.1221374
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.8,0.70,-0.49,0,0.009033203,0.01293945,1.0625,-1.763359,3.412214,0.2900764
NO_TIME,0,0,--,--,-0.1,0.0,27.8,101311.4,0.74,-0.58,0,0.01074219,0.01367188,1.054932,-1.854962,3.610687,0.1984733
NO_TIME,0,0,--,--,-0.1,0.0,27.8,101311.5,0.46,-0.54,0,0.01000977,0.008544922,1.06543,-1.992366,2.908397,0.2290076
NO_TIME,0,0,--,--,0.0,0.0,27.8,101309.8,0.68,-0.60,0,0.01123047,0.01269531,1.064941,-1.801527,3.305344,0.389313
NO_TIME,0,0,--,--,0.0,0.0,27.8,101309.8,1.09,-0.36,0,0.006591797,0.02026367,1.061523,-1.755725,3.045802,0.4503817
NO_TIME,0,0,--,--,0.0,0.0,27.8,101310.2,0.70,-0.49,0,0.009033203,0.01293945,1.057373,-1.854962,3.183206,0.04580153
NO_TIME,0,0,--,--,0.0,0.0,27.8,101310.2,1.08,-0.76,0,0.01416016,0.02001953,1.060303,-2.198473,3.259542,0.4274809
NO_TIME,0,0,--,--,0.0,0.0,27.8,101310.2,0.71,-0.63,0,0.01171875,0.01318359,1.062988,-1.992366,3.580153,0.1068702
NO_TIME,0,0,--,--,-0.0,0.0,27.8,101310.5,1.00,-0.68,0,0.01269531,0.01879883,1.071777,-1.954198,2.969466,0.610687
NO_TIME,0,0,--,--,0.1,0.0,27.8,101308.8,0.75,-0.61,0,0.01123047,0.01391602,1.061035,-1.740458,3.312977,0.2519084
NO_TIME,0,0,--,--,0.3,0.0,27.8,101307.1,0.65,-0.38,0,0.007080078,0.01220703,1.070068,-1.687023,3.183206,0.1679389
NO_TIME,0,0,--,--,0.2,0.0,27.8,101308.0,0.77,0.03,0,-0.0004882813,0.0144043,1.071045,-1.48855,2.778626,0.3358779
